hypervolume,r2_indicator,avg_pairwise_distance,spacing,spread,tds,mpd,mce,num_modes,pmd,pfs,pas,rbd,fci,qds,der,num_parameters,training_time,final_loss,seed,exp_name,capacity,hidden_dim,num_layers,conditioning,alpha,preference_sampling,loss
1.1800591966453429,-0.2688443101773961,0.1057271748434442,0.0881794244050979,1.75875387269774,0.4120287979291376,1.4544796785140093,0.1616928826705887,3,0.0,0.0002761484207227,0.106299771144193,0.4122530062530136,0.4400791088977016,0.5171237838283064,0.2296946478983597,267271,6199.924685,0.0060715139843523,1011,xlarge_concat_seed1011,xlarge,256,4,concat,1.5,dirichlet,trajectory_balance
1.1778839942993944,-0.2685928299995233,0.1194909318315539,0.119405522942543,1.7842762725459236,0.4019993533089028,1.6448128030025253,0.2423725432903845,2,0.0,7.831961934945404e-13,0.1169445748827811,0.4020303030303074,0.4294313433892784,0.5215476228741682,0.2634968964364224,267271,6108.155797,0.0035213422961533,123,xlarge_concat_seed123,xlarge,256,4,concat,1.5,dirichlet,trajectory_balance
1.1734945536488595,-0.2680909681331855,0.0981039463164641,0.0812469869852066,1.805485710986308,0.4335678527939385,0.9806602281202044,0.2195726325856516,2,0.0,0.0,0.0979263760403935,0.4339834856501592,0.4275188413119448,0.5146735853801416,0.199527500909416,267271,6622.689238,0.0064654881134629,42,xlarge_concat_seed42,xlarge,256,4,concat,1.5,dirichlet,trajectory_balance
1.1703522299589615,-0.2677330833888339,0.0663910244884386,0.1135092675685882,1.7169297314282377,0.3903825431034483,1.660947433286918,0.1550165889931511,2,0.0,3.900212198683251e-12,0.0653426113330396,0.390412846412849,0.4178621659634318,0.5044806662547617,0.1449739095623982,267271,6168.366668,0.0772006064653396,456,xlarge_concat_seed456,xlarge,256,4,concat,1.5,dirichlet,trajectory_balance
1.18135463759037,-0.268986017044596,0.0757849855394843,0.0706133171916008,1.7604598593142482,0.4291112250681493,1.1675833292064697,0.1742489835181511,2,0.0,1.6611029553692234e-12,0.0744729920329372,0.4294523007856369,0.4118855794270832,0.5074999996917603,0.1654491329953708,267271,6169.775173,0.0034808972850441,789,xlarge_concat_seed789,xlarge,256,4,concat,1.5,dirichlet,trajectory_balance
1.1821556871035772,-0.2690777251327956,0.108066877741718,0.0946373641490936,1.726552688369547,0.3830877297056801,1.1717273551210825,0.1918616286950139,3,0.0,1.563513914255479e-12,0.0983396250044883,0.3832630949297622,0.4820884146341464,0.5178757928216388,0.4052801002567827,269319,3564.288355,0.006421947851777,1011,xlarge_film_seed1011,xlarge,256,4,film,1.5,dirichlet,trajectory_balance
1.1821556871035772,-0.2690777251327956,0.0980746974778323,0.090580977499485,1.7817283793541232,0.3879055848374965,1.1730787196341093,0.2493636124062301,2,0.0,1.4243286916969398e-12,0.0945748227326018,0.387937269800911,0.4448912855822644,0.5146641844473515,0.1817059676155462,269319,7214.783344,0.0048512858338654,123,xlarge_film_seed123,xlarge,256,4,film,1.5,dirichlet,trajectory_balance
1.179116793553135,-0.2687173787211303,0.0791602570707878,0.0838594138622284,1.739761114443614,0.386835326959125,1.1521647955982584,0.1379259892123999,4,0.0,7.855035395363442e-11,0.078926618772677,0.3869536322263661,0.4444648075180468,0.4984927880419045,0.1458669395777005,269319,7254.138319,0.008832742460072,42,xlarge_film_seed42,xlarge,256,4,film,1.5,dirichlet,trajectory_balance
1.1861610510823388,-0.2695559980102786,0.0889492756878535,0.0906150043010711,1.7362940397760431,0.3841758419470911,1.3914229708976829,0.1818908452469871,3,0.0,2.1701143429477492e-14,0.0897070503814498,0.3842448539115276,0.4637806724028044,0.5117311627978599,0.1581883023837303,269319,7516.29052,0.0027290452271699,456,xlarge_film_seed456,xlarge,256,4,film,1.5,dirichlet,trajectory_balance
1.1764448586011462,-0.2684278990170645,0.0950372103532171,0.0905337706208229,1.719723810121231,0.3793201018634544,1.3933062301066717,0.1532730444673153,4,0.0,7.77135356635497e-14,0.0902320237137066,0.3793411033411064,0.4047317279256444,0.5136878991093595,0.2627886005161115,269319,4834.178309,0.0169357303529977,789,xlarge_film_seed789,xlarge,256,4,film,1.5,dirichlet,trajectory_balance
1.1734945536488595,-0.2680909681331855,0.1093024221169546,0.0839743614196777,1.7912095224598594,0.414237562356748,1.4610376430786076,0.2129097813401395,2,0.0,0.0,0.1066088339842665,0.4143945078490591,0.4319390287132223,0.5182729118244509,1.7676458132967894,68103,3268.667872,0.0136545710265636,1011,large_concat_seed1011,large,128,4,concat,1.5,dirichlet,trajectory_balance
1.1778718423767327,-0.2685928299995233,0.1612578751020811,0.1061834618449211,1.80616266966572,0.4103065795865493,1.1689799917812354,0.1836975661363757,4,0.0,1.9461160557620905e-13,0.1689148005390726,0.4104639249639254,0.4348587920016491,0.5349720268814517,1.0165362515377363,68103,8385.603414,0.0034422925673425,123,large_concat_seed123,large,128,4,concat,1.5,dirichlet,trajectory_balance
1.1861458917991003,-0.2695559980102786,0.0995953347464667,0.0829739198088646,1.7787868277856704,0.3967937491580223,1.6475752620491717,0.2110726285070972,2,0.0,3.4438547304040266e-15,0.0985397363575317,0.3968778696051468,0.4383255092297899,0.5151529357766135,0.6234235143680048,68103,8444.852607,0.0071937181055545,42,large_concat_seed42,large,128,4,concat,1.5,dirichlet,trajectory_balance
1.187092408383791,-0.2696621985941786,0.089257520158585,0.0789552256464958,1.783400996892314,0.4307893954544226,1.347960202604369,0.1380188877435221,3,0.0,4.0247898508460065e-15,0.0907005210902602,0.4308035914702663,0.4280181623931625,0.5118302363230951,0.5608376960711295,68103,8412.864178,0.0001786129578249,456,large_concat_seed456,large,128,4,concat,1.5,dirichlet,trajectory_balance
1.1778839942993944,-0.2685928299995233,0.0894860833765869,0.0751823708415031,1.7837948699727986,0.3950406098891478,1.969360979389644,0.1811796495089307,2,0.0,7.289310558570595e-13,0.0936441503056197,0.3950505050505121,0.4257244946304486,0.5119036993237219,1.4523122250219274,68103,3257.10504,0.0050691049546003,789,large_concat_seed789,large,128,4,concat,1.5,dirichlet,trajectory_balance
1.1905341376779326,-0.2700222709743362,0.1008851383776081,0.0929026380181312,1.7423626446862654,0.3954810633109228,1.4499851073435976,0.1419403080335737,5,0.0,7.128968337176542e-14,0.0975246053004278,0.3955262145262198,0.4125212585034015,0.5155674943647858,1.29506670476221,69127,4056.858378,0.0041928580030798,1011,large_film_seed1011,large,128,4,film,1.5,dirichlet,trajectory_balance
1.181338715910031,-0.2689766610414166,0.0704278896055057,0.0737602561712265,1.7768226822024271,0.3799819511603787,1.7516738067092603,0.181408849451654,2,0.0,3.6437323994126296e-14,0.0704585255590974,0.3799984459984508,0.4382554704321266,0.5057781638452225,0.9160153747468696,69127,4004.024285,0.0046879695728421,123,large_film_seed123,large,128,4,film,1.5,dirichlet,trajectory_balance
1.1862219324413517,-0.2695612157188506,0.0873494384311664,0.0860822573304176,1.7749942390081932,0.3964998853968639,1.166170884799728,0.2251457315645109,2,0.0,1.1762074143753466e-13,0.0851744175575818,0.3967612723976385,0.4392217339868176,0.5112169556283152,1.1331676134581232,69127,4014.401024,0.0029788429383188,42,large_film_seed42,large,128,4,film,1.5,dirichlet,trajectory_balance
1.1905379060681678,-0.2700540881141869,0.110133428447938,0.0949243456125259,1.7762840595821128,0.3778505579815623,1.2900366157317742,0.2622544430169602,2,0.0,0.0,0.1086477274521386,0.3779332452059808,0.482697804536885,0.5185400073752905,1.4258245610440987,69127,4022.609349,0.0016766733024269,456,large_film_seed456,large,128,4,film,1.5,dirichlet,trajectory_balance
1.1778636194919327,-0.2685928299995233,0.0996336184419081,0.0915112346410751,1.7745327649933038,0.3708189080328156,1.3257287120886443,0.1760788484388082,3,0.0,0.0,0.0994964812276938,0.3708338698338738,0.4563892897226231,0.5151652406223659,1.294566889736014,69127,4008.078318,0.0058971475809812,789,large_film_seed789,large,128,4,film,1.5,dirichlet,trajectory_balance
1.1939980719647136,-0.2704561490660364,0.0788310369849109,0.1504883021116256,1.7432530532508153,0.4123291732930806,1.6475752620491717,0.1607778940277399,2,0.0,4.210096808476886e-15,0.0807997809985248,0.4123670033670057,0.4358151476251604,0.5084790377067168,13.391470399580736,9351,2266.279225,0.0063019357621669,1011,medium_concat_seed1011,medium,64,3,concat,1.5,dirichlet,trajectory_balance
1.1734945536488595,-0.2680909681331855,0.0780183670445682,0.1602949947118759,1.7619619913522535,0.4087178035663741,1.6475752620491717,0.1402631930572463,2,0.0,0.0,0.0809171894220047,0.4087503607503662,0.4454849634798221,0.5082178356950428,12.330035723586418,9351,2435.998211,0.0161927286535501,123,medium_concat_seed123,medium,64,3,concat,1.5,dirichlet,trajectory_balance
1.1778839942993944,-0.2685928299995233,0.0953356256723704,0.0809934064745903,1.7829361933818022,0.3988736796723431,1.4566896457513263,0.2043625372781422,2,0.0,5.627908223254749e-13,0.0970034029518317,0.3989500129500173,0.4366441082802548,0.5137838134256246,15.028532156191613,9351,2442.210533,0.0028028110973536,42,medium_concat_seed42,medium,64,3,concat,1.5,dirichlet,trajectory_balance
1.1778839942993944,-0.2685928299995233,0.078584186768375,0.1468541026115417,1.726761883021949,0.4213989106401337,1.642019477852994,0.1742489835181511,2,0.0,6.52389362645805e-13,0.0774398596190528,0.42139393939394,0.4163834268198594,0.5083996970421486,13.043734621922278,9351,2319.41068,0.0233632307499647,456,medium_concat_seed456,medium,64,3,concat,1.5,dirichlet,trajectory_balance
1.1734945536488595,-0.2680909681331855,0.0712633170913453,0.0710208639502525,1.726376546123809,0.426345819226567,1.3294325682194297,0.1569411848993432,2,0.0,0.0,0.0733144441474816,0.4266118763391558,0.4202911793372319,0.5060466804090529,12.081514861467705,9351,2270.85333,0.0051313797011971,789,medium_concat_seed789,medium,64,3,concat,1.5,dirichlet,trajectory_balance
1.187092408383791,-0.2696621985941786,0.1168373331604852,0.1023187190294265,1.7479481474090173,0.3596621221102549,1.844439727056968,0.2122548664649478,3,0.0,4.0247898508460065e-15,0.1161920949783891,0.3596719576719625,0.5090027561510453,0.5206947239583226,5.4848995755008,9863,7775.107866,0.0022715495433658,1011,medium_film_seed1011,medium,64,3,film,1.5,dirichlet,trajectory_balance
1.182040672943932,-0.2690773856779466,0.1282677849708018,0.1101411134004592,1.74953722110464,0.3705815740516056,1.6059346845634213,0.2459538549445431,3,0.0,0.0023116450615177,0.1302295196567331,0.3707360047360082,0.4828918891064619,0.5243686103160957,7.607095211554748,9863,6154.491989,0.003860730677843,123,medium_film_seed123,medium,64,3,film,1.5,dirichlet,trajectory_balance
1.1799595240452623,-0.2688443101773961,0.0727106712998117,0.0762287527322769,1.6531493342331909,0.3687138047138047,2.623512036080243,0.0993406598552545,4,0.0,5.702810127724489e-12,0.0704211812677018,0.3687138047138085,0.4690420086129845,0.5065118776706826,9.359517453334648,9863,2835.555574,0.0090954871848225,42,medium_film_seed42,medium,64,3,film,1.5,dirichlet,trajectory_balance
1.1906514717438734,-0.2700540881141869,0.1144162228644314,0.1051918044686317,1.782494405259795,0.3581479432834613,1.231826776626443,0.3112268913124868,2,0.0,6.298283658427662e-13,0.1113825846911468,0.358286762620099,0.5031153602582175,0.5199165496363498,6.261834782617371,9863,6669.287964,0.0032519265078008,456,medium_film_seed456,medium,64,3,film,1.5,dirichlet,trajectory_balance
1.1863148411785593,-0.2695709698498249,0.1299460636179135,0.1073767840862274,1.735315859653307,0.398890882841067,1.0692671921293015,0.1927730262141052,4,0.0,2.7991911875860874e-13,0.1316494421720069,0.399287181953852,0.4400520156046814,0.5249080295034109,6.2339743266812535,9863,7608.369334,0.0060852388851344,789,medium_film_seed789,medium,64,3,film,1.5,dirichlet,trajectory_balance
1.186420147661154,-0.2695755311086247,0.1363215605462898,0.1892759203910827,1.8196042077280268,0.4722921573404802,1.153495483492338,0.1504862928303978,4,0.0,3.9417185925348587e-13,0.1349411591516771,0.4727292034564869,0.4347328561917443,0.526957191826815,522.9829463076263,519,1808.057195,0.0030324573162943,1011,small_concat_seed1011,small,32,2,concat,1.5,dirichlet,trajectory_balance
1.1826522566072544,-0.2691423180090131,0.0601134367264177,0.0659740939736366,1.593719154370858,0.4866288437842742,1.1501004830671853,0.1391692596803888,2,0.0,2.2941110442252217e-14,0.0610365329813179,0.4868316498316575,0.4835575955734406,0.5024629731292988,230.09993584775265,519,1812.133558,0.0121848573908209,123,small_concat_seed123,small,32,2,concat,1.5,dirichlet,trajectory_balance
1.1826581158008356,-0.2691423180090131,0.0810642536273322,0.0734011903405189,1.7700452839245144,0.4481121258312986,1.3923672604869626,0.1708169891601559,2,0.0,1.2389286343592394e-13,0.0783138175166612,0.4481879400061309,0.442452296248383,0.5091968207211326,322.45429970211933,519,1743.798738,0.001608814811334,42,small_concat_seed42,small,32,2,concat,1.5,dirichlet,trajectory_balance
1.1724511769579968,-0.2679769366631905,0.0859840455595141,0.1272609531879425,1.7059490132026849,0.4389076196898179,1.4206644125052226,0.1844745689018252,2,0.0,0.0,0.086081765529397,0.4390084175084252,0.4172573720025923,0.5107781017380747,330.57386482529716,519,1804.199269,0.0041960687376558,456,small_concat_seed456,small,32,2,concat,1.5,dirichlet,trajectory_balance
1.1692031143482569,-0.2676026406745341,0.0628734469405356,0.0667535588145256,1.5849673687465025,0.4071443971325392,1.8922512674227605,0.1435599554852891,2,0.0,0.0,0.0648429816451938,0.4071515151515252,0.4646233974358975,0.5033500740104564,229.100425254476,519,1903.603603,0.005629489198327,789,small_concat_seed789,small,32,2,concat,1.5,dirichlet,trajectory_balance
1.1703522299589615,-0.2677330833888339,0.1103600840454524,0.0867317467927932,1.787576756477976,0.4084286428021659,1.141087047866959,0.2306467656207442,2,0.0,1.5732563537492075e-11,0.108408510840352,0.4088996530966304,0.4720265399737877,0.5186128572434707,45.8229614556347,2887,3003.202287,0.0213221162557601,1011,small_film_seed1011,small,32,2,film,1.5,dirichlet,trajectory_balance
1.1734945536488595,-0.2680909681331855,0.0995739768569835,0.0792169198393821,1.7975913515575168,0.3820459571713684,1.2064930658375277,0.2139250974740164,2,0.0,2.158569269676904e-12,0.1025373402153873,0.3820999668120932,0.461540028934124,0.5151460710909382,40.72697960031699,2887,3048.732823,0.0129017233848571,123,small_film_seed123,small,32,2,film,1.5,dirichlet,trajectory_balance
1.1778839942993944,-0.2685928299995233,0.0623656543370529,0.0690581575036048,1.6605249250795633,0.4329479690809265,1.3200138665088723,0.1454887007720513,2,0.0,6.161632902923156e-13,0.0616636942540923,0.4332462722462794,0.4215097402597403,0.5031868632862023,25.01991874049425,2887,3108.245441,0.0131681580096483,42,small_film_seed42,small,32,2,film,1.5,dirichlet,trajectory_balance
1.1861181676884593,-0.2695223976147144,0.0825978595200115,0.0775705575942993,1.7532425823117244,0.4147949416237496,1.5886145434555867,0.1895853383193097,2,0.0,0.0001511554460545,0.0812875844171851,0.4149336219336287,0.4236010757867694,0.509689740324033,34.03649236017018,2887,3026.075173,0.0065909624099731,456,small_film_seed456,small,32,2,film,1.5,dirichlet,trajectory_balance
1.1734945536488595,-0.2680909681331855,0.1184685611702046,0.1448760777711868,1.792946769329144,0.3855426554965924,1.972964618091049,0.2315822270521991,2,0.0,0.0,0.1186297458391444,0.3855708601163201,0.4600750377227682,0.5212190204980199,49.06426749541837,2887,3010.880447,0.0072408039122819,789,small_film_seed789,small,32,2,film,1.5,dirichlet,trajectory_balance
